"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
1,"10:40","Nolan Winter misses three point jump shot",640,"Missed Three","misses","Nolan Winter",7,12,"Opp","vsWIS",27
1,"10:40","Badgers offensive rebound",640,"Off Rebound","offensive rebound","Badgers",7,12,"Opp","vsWIS",27
1,"10:40","Badgers lineup change (Kamari McGee, Carter Gilmore, Steven Crowl, John Blackwell, Chucky Hepburn)",640,"Opp Sub"," ","Badgers",7,12,"Opp","vsWIS",27
1,"10:23","Cavaliers lineup change (Dante Harris, Andrew Rohde, Jacob Groves, Leon Bond III, Reece Beekman)",623,"Cav Sub"," ","Cavaliers",7,12,"Opp","vsWIS",27
1,"9:49","John Blackwell makes three point jump shot (Kamari McGee assists)",589,"Made Three","makes","John Blackwell",7,15,"Cavs","vsWIS",28
1,"9:47","Jacob Groves misses three point jump shot",587,"Missed Three","misses","Jacob Groves",7,15,"Cavs","vsWIS",28
1,"9:31","John Blackwell defensive rebound",571,"Def Rebound","defensive rebound","John Blackwell",7,15,"Opp","vsWIS",29
1,"9:00","Kamari McGee makes three point jump shot (Steven Crowl assists)",540,"Made Three","makes","Kamari McGee",7,18,"Cavs","vsWIS",30
1,"8:58","Reece Beekman misses two point jump shot",538,"Missed Two","misses","Reece Beekman",7,18,"Cavs","vsWIS",30
1,"8:58","Reece Beekman offensive rebound",538,"Off Rebound","offensive rebound","Reece Beekman",7,18,"Cavs","vsWIS",30
1,"8:58","Kamari McGee shooting foul (Reece Beekman draws the foul)",538,"Foul","shooting foul","Kamari McGee",7,18,"Cavs","vsWIS",30
1,"8:58","Reece Beekman makes regular free throw 1 of 2",538,"Made FT","makes","Reece Beekman",8,18,"Cavs","vsWIS",30
1,"8:58","Cavaliers lineup change (Reece Beekman, Andrew Rohde, Blake Buchanan, Ryan Dunn, Isaac McKneely)",538,"Cav Sub"," ","Cavaliers",8,18,"Cavs","vsWIS",30
1,"8:58","Badgers lineup change (Connor Essegian, Tyler Wahl, Steven Crowl, Chucky Hepburn, John Blackwell)",538,"Opp Sub"," ","Badgers",8,18,"Cavs","vsWIS",30
1,"8:40","Reece Beekman makes regular free throw 2 of 2",520,"Made FT","makes","Reece Beekman",9,18,"Opp","vsWIS",31
1,"8:38","John Blackwell misses two point jump shot",518,"Missed Two","misses","John Blackwell",9,18,"Opp","vsWIS",31
1,"8:31","Steven Crowl offensive rebound",511,"Off Rebound","offensive rebound","Steven Crowl",9,18,"Opp","vsWIS",31
1,"8:29","Connor Essegian misses three point jump shot",509,"Missed Three","misses","Connor Essegian",9,18,"Opp","vsWIS",31
1,"8:21","Ryan Dunn defensive rebound",501,"Def Rebound","defensive rebound","Ryan Dunn",9,18,"Cavs","vsWIS",32
1,"8:05","Andrew Rohde makes three point jump shot (Reece Beekman assists)",485,"Made Three","makes","Andrew Rohde",12,18,"Opp","vsWIS",33
1,"7:48","Connor Essegian makes two point layup (Chucky Hepburn assists)",468,"Made Two","makes","Connor Essegian",12,20,"Cavs","vsWIS",34
